,class,height,width,object_angle,distance
126,Car,42.14000000000004,31.680000000000007,1.68,35.37
127,Car,69.41000000000003,27.0,-2.96,41.75
128,Car,28.519999999999982,28.189999999999998,-1.57,44.49
129,Car,365.5,170.56,2.11,5.22
130,Car,129.16000000000003,92.46000000000001,1.79,13.93
131,Car,198.21999999999997,84.99999999999997,2.12,15.21
132,Car,106.71000000000004,65.39000000000001,1.98,21.96
133,Car,73.38,42.34,1.95,27.06
134,Car,68.25,42.91,1.87,31.88
135,Car,45.04000000000002,28.289999999999992,1.8,41.53
136,Car,37.889999999999986,24.269999999999982,1.79,46.7
137,Car,47.50999999999999,45.22,-1.56,26.76
138,Car,37.25999999999999,38.860000000000014,-1.58,35.33
139,Car,318.39999999999986,222.31,-1.89,7.64
140,Car,101.29000000000008,79.36000000000001,-1.77,15.65
141,Car,42.930000000000064,38.09,-1.67,32.3
142,Car,37.860000000000014,30.609999999999985,-1.68,38.2
143,Car,51.80000000000007,47.22,-1.57,26.54
144,Car,171.41,122.6,-0.92,10.68
145,Car,208.56,127.78000000000003,-1.22,12.25
146,Car,96.18,49.420000000000016,-1.24,23.68
147,Car,69.82,45.43000000000001,-1.38,25.13
148,Van,55.22000000000003,54.69,-1.45,36.41
149,Car,30.440000000000055,25.829999999999984,-1.49,47.7
150,Car,180.39,67.25,-0.96,17.75
151,Car,101.11999999999998,48.099999999999994,-1.12,25.9
152,Car,61.809999999999945,50.19,-1.57,21.55
153,Car,189.74,84.09,-2.24,13.75
154,Car,104.68,52.599999999999994,-2.14,21.82
155,Car,101.88000000000005,44.73000000000002,-2.25,24.83
156,Car,82.51999999999998,32.33000000000001,-2.24,32.49
157,Van,70.51999999999998,36.71000000000001,-2.28,45.7
158,Car,259.1700000000001,138.46,-1.98,9.53
159,Car,132.07999999999993,78.23999999999998,-1.83,14.89
160,Car,96.61000000000001,68.80000000000001,-1.78,20.2
161,Car,105.50999999999999,40.72999999999999,-0.38,31.83
162,Car,252.92,101.96000000000004,2.26,12.04
163,Car,147.85000000000002,66.85000000000002,2.19,17.23
164,Car,35.809999999999945,32.650000000000006,-1.56,35.67
165,Car,91.56,53.22,1.9,21.69
166,Van,159.26,60.170000000000016,-0.48,32.04
167,Car,111.64,70.18,2.23,17.43
168,Car,120.10000000000002,86.45000000000002,-1.75,14.75
169,Car,206.78999999999996,135.77,-1.31,9.79
170,Car,330.75,214.19,-2.37,2.39
171,Car,39.8900000000001,33.5,-1.58,31.72
172,Van,40.379999999999995,29.849999999999994,-1.24,65.64
173,Car,30.529999999999973,29.80000000000001,-1.59,39.76
174,Car,92.06999999999994,62.68000000000001,1.34,19.62
175,Car,70.40999999999997,61.650000000000006,1.58,21.12
176,Car,96.84000000000003,40.120000000000005,-2.9,32.97
177,Car,33.41,25.159999999999997,-1.61,54.19
178,Van,255.32000000000005,144.14000000000001,-2.17,12.06
179,Car,132.57,66.32000000000002,-1.96,17.46
180,Van,375.77,374.0,-2.32,2.98
181,Car,255.86,178.94000000000003,1.86,8.15
182,Car,126.95000000000005,85.88,-1.79,14.21
183,Car,74.91000000000003,50.34,1.7,20.88
184,Car,47.02000000000004,40.82000000000002,1.64,28.91
185,Car,53.139999999999986,40.16,1.46,29.57
186,Car,36.59999999999991,29.829999999999984,1.64,38.08
187,Truck,73.51999999999998,89.05000000000001,-1.56,34.15
188,Car,98.10000000000001,37.45000000000002,2.24,32.12
189,Car,83.92,32.55000000000001,2.14,36.62
190,Car,62.630000000000024,30.20999999999998,2.08,42.56
191,Car,54.620000000000005,22.79000000000002,2.04,47.64
192,Car,31.399999999999977,23.629999999999995,1.67,48.54
193,Car,199.8,149.52,2.55,1.74
194,Car,49.00999999999999,38.33000000000001,1.67,30.55
195,Car,18.760000000000105,19.48999999999998,1.59,76.01
196,Car,41.110000000000014,32.619999999999976,-1.56,30.01
197,Car,34.32000000000005,25.150000000000006,-1.48,41.7
198,Car,131.02999999999986,51.44,2.4,21.41
199,Car,111.66000000000008,55.29999999999998,2.08,23.51
200,Van,23.730000000000018,31.55000000000001,-1.6,54.6
201,Van,25.850000000000023,32.72,1.59,66.59
202,Car,63.24000000000001,63.03,-1.55,21.02
203,Car,36.03000000000003,18.420000000000016,1.95,59.83
204,Van,186.72000000000003,144.26999999999998,-1.76,15.23
205,Car,41.28,115.84,1.66,10.93
206,Car,42.519999999999996,36.420000000000016,1.58,33.21
207,Car,93.89,79.49999999999997,1.67,16.63
208,Van,39.59000000000003,46.249999999999986,-1.55,40.44
209,Car,111.27000000000004,73.01000000000002,1.86,19.65
210,Car,72.15999999999997,44.06,1.82,27.12
211,Car,36.120000000000005,25.25,1.71,43.31
212,Car,27.530000000000086,16.49000000000001,1.81,66.05
213,Car,100.83000000000004,68.72,-1.75,18.74
214,Car,227.76999999999998,112.84,-2.55,11.32
215,Van,48.17000000000007,46.09,-1.65,34.75
216,Car,52.210000000000036,39.98999999999998,-1.7,26.82
217,Car,150.76999999999998,95.41000000000003,-1.85,13.46
218,Car,47.59000000000003,28.27000000000001,-1.83,39.17
219,Truck,295.92999999999995,206.32999999999998,-2.01,16.44
220,Car,38.639999999999986,37.78999999999999,-1.53,31.58
221,Car,42.25,26.700000000000017,1.75,40.99
222,Car,30.779999999999973,21.159999999999997,-1.45,47.66
223,Truck,444.03,197.62,2.2,23.13
224,Car,39.239999999999895,28.430000000000007,-1.45,38.29
225,Car,173.19000000000005,101.04999999999998,-1.13,12.32
226,Car,308.34000000000003,124.19999999999999,-0.79,11.21
227,Car,36.85999999999996,25.330000000000013,1.84,43.4
228,Car,365.82,173.72,1.94,6.98
229,Car,198.59,164.8,2.26,6.22
230,Car,71.35999999999996,61.75,1.68,20.96
231,Car,43.07000000000005,38.30000000000001,1.66,31.5
232,Van,36.43999999999994,41.28999999999999,1.63,46.44
233,Car,123.08000000000004,48.03,-0.16,25.95
234,Car,105.97000000000003,37.16,-0.11,32.0
235,Car,76.99000000000001,32.0,-0.01,39.79
236,Van,23.74000000000001,24.92999999999998,1.61,65.43
237,Van,142.51,120.87,1.77,14.05
238,Car,225.47000000000003,70.95000000000002,-2.73,16.53
239,Car,55.26000000000005,16.409999999999997,0.21,62.51
240,Car,67.5,65.21000000000001,-1.57,19.58
241,Car,117.72,49.84,2.26,25.33
242,Car,173.23000000000002,101.17999999999998,1.85,12.67
243,Car,39.110000000000014,38.96000000000001,-1.57,32.6
244,Car,159.41,236.26,2.59,1.36
245,Car,119.73000000000002,77.04999999999998,1.86,16.67
246,Car,81.00999999999999,55.04999999999998,1.9,22.81
247,Car,60.52999999999997,40.54000000000002,1.83,28.33
248,Car,42.23000000000002,24.899999999999977,-1.29,53.73
249,Car,42.57000000000005,28.99000000000001,1.74,39.62
250,Van,336.56,231.46,2.02,5.77
251,Car,231.51000000000002,141.66,1.9,10.96
252,Car,38.530000000000086,34.51000000000002,-1.47,34.46
253,Car,35.67999999999995,21.170000000000016,1.78,51.25
254,Car,30.980000000000018,21.579999999999984,-1.45,46.78
255,Truck,429.58,187.17000000000002,2.18,23.95
256,Car,41.40999999999997,29.47,-1.44,36.99
257,Car,210.64999999999998,119.72999999999996,-1.08,10.74
258,Car,326.6,147.73999999999998,-0.7,9.82
259,Car,35.44,24.840000000000003,1.83,44.23
260,Car,70.93,52.94999999999999,1.74,23.79
261,Car,29.210000000000036,25.830000000000013,1.64,44.92
262,Car,19.07000000000005,16.119999999999976,1.63,68.42
263,Car,43.75,43.579999999999984,-1.57,29.39
264,Car,18.659999999999968,16.180000000000007,-1.49,76.47
265,Truck,27.569999999999936,29.860000000000014,-1.58,75.8
266,Car,20.360000000000014,16.560000000000002,-1.62,63.93
267,Truck,200.39,134.0,0.49,20.34
268,Car,361.84,170.27,-0.92,3.15
269,Car,135.09999999999997,96.03000000000003,-1.35,12.45
270,Car,55.34999999999991,50.49000000000001,-1.58,24.12
271,Car,52.52999999999997,45.20000000000002,-1.47,26.91
272,Van,232.91999999999996,126.93,2.04,12.43
273,Car,48.50999999999999,30.900000000000006,1.77,35.5
274,Car,46.35000000000002,47.59,1.55,27.84
275,Car,38.23000000000002,26.94999999999999,1.46,42.1
276,Van,245.43,316.33,-0.79,5.45
277,Car,156.79,64.82999999999998,-2.42,17.05
278,Car,85.41,206.14,0.89,4.88
279,Car,233.64,163.70000000000002,-2.48,7.11
280,Car,150.28000000000003,46.25999999999999,0.26,23.08
281,Car,174.24,60.640000000000015,-0.17,18.97
282,Car,152.34000000000003,59.920000000000016,-0.2,22.35
283,Car,100.98000000000002,33.56999999999999,-2.9,33.25
284,Car,82.88,26.659999999999997,-3.1,39.44
285,Car,202.60000000000002,74.46000000000001,2.2,16.52
286,Car,40.74000000000001,33.27000000000001,-1.63,33.48
287,Car,47.39999999999998,16.47,3.11,64.7
288,Car,52.94999999999993,19.090000000000003,3.04,62.79
289,Van,62.26999999999998,23.129999999999995,2.82,59.48
290,Car,197.15999999999997,55.78999999999999,0.49,19.19
291,Car,186.96999999999997,117.52999999999997,-1.33,10.91
292,Van,496.66999999999996,374.0,-1.96,6.92
293,Car,63.139999999999986,47.78999999999999,-1.7,24.94
294,Car,80.47000000000003,59.27000000000001,-1.41,19.85
295,Car,149.15999999999997,110.42000000000002,-1.79,12.49
296,Car,30.190000000000055,25.099999999999994,-1.54,41.73
297,Car,121.60000000000001,69.89999999999998,-1.82,18.74
298,Car,29.460000000000036,28.78,-1.57,41.1
299,Car,34.52999999999997,24.700000000000017,-1.4,47.24
300,Car,96.44999999999999,53.43000000000001,2.01,23.56
301,Car,75.74000000000001,53.54000000000002,1.92,28.17
302,Car,46.39999999999998,38.599999999999994,-1.66,31.81
303,Car,32.27999999999997,43.129999999999995,-1.54,36.49
304,Car,58.84999999999991,47.49000000000001,2.53,21.78
305,Car,326.99,186.49,2.1,7.29
306,Car,90.02999999999997,69.13999999999999,-1.72,21.21
307,Car,178.44,102.85,1.94,12.2
308,Car,120.08999999999997,73.35000000000002,1.86,16.8
309,Car,36.51999999999998,25.569999999999993,1.72,43.68
310,Car,20.41999999999996,15.419999999999987,1.69,70.35
311,Car,87.0100000000001,63.04999999999998,-1.72,19.16
312,Car,68.41999999999996,65.06,-1.6,19.42
313,Car,188.33999999999992,98.82999999999998,-1.11,13.24
314,Car,97.13999999999999,49.839999999999975,-0.98,24.11
315,Car,83.69000000000005,35.45000000000002,-0.91,30.76
316,Car,193.92999999999998,97.18,2.03,14.01
317,Car,56.94999999999999,39.03,1.81,31.97
318,Car,36.67000000000007,25.47999999999999,1.76,48.2
319,Car,113.65999999999997,51.06,2.01,24.07
320,Car,72.08999999999997,46.860000000000014,1.92,30.22
321,Car,28.360000000000014,16.03,1.76,68.44
322,Car,54.420000000000016,29.919999999999987,1.92,40.62
323,Car,46.61999999999995,20.669999999999987,2.0,53.34
324,Car,123.01,52.0,2.27,22.53
325,Car,116.85,35.72,2.45,32.94
326,Car,25.100000000000023,15.580000000000013,-1.42,72.27
327,Car,392.97,155.19,-0.64,7.94
328,Car,341.89,140.28,-0.48,10.63
329,Van,88.30000000000001,64.28,1.76,22.64
330,Car,51.18999999999994,34.34,1.43,31.97
331,Car,240.14,88.15,-0.41,13.09
332,Car,33.64999999999998,18.74000000000001,1.85,58.47
333,Car,21.730000000000018,19.26000000000002,-1.56,56.31
334,Car,63.639999999999986,58.110000000000014,-1.54,22.05
335,Car,153.83999999999997,91.48000000000002,-1.24,14.7
336,Car,79.76999999999998,50.379999999999995,-1.35,22.64
337,Car,36.40999999999997,21.609999999999985,-1.3,49.41
338,Car,27.92999999999995,15.269999999999982,-1.31,69.99
339,Car,334.16,181.81,2.14,5.55
340,Car,394.65,189.94,-2.06,6.4
341,Car,162.91000000000003,115.68999999999997,1.85,13.05
342,Car,94.28999999999996,65.59,1.92,19.85
343,Car,133.81999999999994,99.0,-1.74,13.79
344,Car,72.67999999999995,65.20000000000002,-1.62,19.13
345,Car,69.72000000000003,39.5,1.91,30.37
346,Van,77.38999999999987,46.66,-1.99,33.68
347,Van,67.03000000000009,41.23000000000002,-1.88,34.91
348,Truck,45.960000000000036,39.45999999999998,-1.44,70.39
349,Van,320.9,315.35,-0.9,7.24
350,Car,186.76,58.129999999999995,-2.46,18.98
351,Car,66.82999999999993,63.31,-1.56,19.47
352,Car,108.77,52.079999999999984,2.22,24.13
353,Car,113.76,53.379999999999995,2.09,25.25
354,Car,54.48000000000002,69.43,-1.33,18.54
355,Car,68.41999999999985,32.44,1.81,34.96
356,Car,63.67999999999995,58.23999999999998,-1.51,22.62
357,Car,171.33999999999997,80.06,2.13,15.69
358,Car,74.68999999999994,39.31999999999999,1.88,28.61
359,Car,46.180000000000064,30.560000000000002,1.77,36.89
360,Car,36.460000000000036,26.409999999999997,1.76,44.59
361,Car,29.319999999999936,22.809999999999974,1.73,52.53
362,Car,31.32000000000005,26.650000000000006,-1.53,43.98
363,Car,22.50999999999999,17.680000000000007,1.62,64.63
364,Car,27.6099999999999,27.150000000000006,-1.59,46.12
365,Car,204.81,88.91000000000003,2.18,13.8
366,Car,113.12,57.46000000000001,2.07,22.99
367,Car,34.139999999999986,21.150000000000006,1.78,53.19
368,Car,428.24,189.56,-2.08,4.31
369,Car,201.2800000000001,135.41,-1.85,9.79
370,Car,108.25999999999999,80.07,-1.75,15.74
371,Car,69.74000000000007,55.0,-1.44,22.89
372,Car,61.77999999999997,49.099999999999994,-1.67,23.86
373,Car,42.08000000000004,35.26000000000002,-1.64,31.83
374,Car,31.91999999999996,26.22,-1.62,42.96
375,Car,105.2299999999999,101.35000000000002,-1.58,13.49
376,Car,378.35,175.57,2.5,8.19
377,Car,56.02999999999997,46.30000000000001,-0.76,24.57
378,Car,103.29000000000002,73.27000000000001,1.73,17.86
379,Car,120.39000000000004,85.4,1.75,16.3
380,Car,147.23000000000002,54.579999999999984,-0.35,26.65
381,Car,73.65999999999997,38.22,-2.09,35.99
382,Van,88.99000000000001,45.14999999999998,-2.07,36.41
383,Car,82.15000000000009,34.80000000000001,-2.13,36.47
384,Car,79.33999999999997,51.84,1.77,24.13
385,Car,45.45999999999992,32.379999999999995,1.45,35.96
386,Car,32.66000000000008,25.360000000000014,-1.46,47.31
387,Car,33.82000000000005,15.530000000000001,-1.02,80.12
388,Car,48.379999999999995,45.76000000000002,-1.59,26.69
389,Car,53.049999999999955,176.8,-1.55,4.02
390,Car,69.19,40.28999999999999,1.81,27.32
391,Car,179.77999999999997,83.41999999999999,-1.01,14.81
392,Car,125.43999999999994,52.140000000000015,-0.96,21.44
393,Car,88.23000000000002,42.46000000000001,-0.93,29.23
394,Van,84.43000000000006,40.14999999999998,-0.95,36.12
395,Car,66.14999999999998,26.109999999999985,-0.87,43.22
396,Car,50.55000000000001,30.5,1.85,42.11
397,Van,30.289999999999964,27.599999999999994,1.74,80.13
398,Car,39.76999999999998,25.49000000000001,1.83,48.57
399,Car,25.799999999999955,15.280000000000001,1.77,71.7
400,Car,31.620000000000005,22.170000000000016,1.85,49.6
401,Car,39.97,25.139999999999986,1.43,44.78
402,Car,167.53999999999996,126.88999999999999,-2.2,13.61
403,Car,78.97,182.94,-2.28,4.98
404,Car,199.83,158.34,-2.47,7.73
405,Car,335.24,140.09999999999997,-2.57,10.03
406,Car,207.08,81.95999999999998,0.45,16.23
407,Car,187.02999999999997,59.71000000000001,-2.85,18.32
408,Car,276.04,91.10000000000002,-2.67,13.08
409,Car,98.37999999999994,30.72,0.2,34.33
410,Car,154.31000000000006,63.639999999999986,0.99,21.52
411,Car,105.53999999999996,37.50999999999999,-0.09,30.11
412,Car,163.28999999999996,168.22,-2.45,1.57
413,Car,316.92999999999995,237.81,-1.75,7.09
414,Van,55.26999999999998,60.609999999999985,-1.58,26.04
415,Van,253.16999999999996,95.97000000000001,-0.54,21.56
416,Car,83.19,46.95999999999998,-1.33,25.53
417,Car,104.32,64.22,-1.18,25.43
418,Car,43.160000000000025,34.16,-1.51,32.39
419,Car,78.19000000000005,43.51999999999998,-1.85,27.59
420,Car,33.860000000000014,29.57000000000002,-1.62,44.05
421,Van,35.879999999999995,38.400000000000006,1.46,55.01
422,Car,81.59999999999991,45.94,-1.9,28.28
423,Van,121.54999999999995,70.67000000000002,0.82,28.62
424,Truck,36.34000000000003,53.97,1.53,51.93
425,Car,135.1,50.120000000000005,-1.02,25.31
426,Car,32.87,40.849999999999994,-0.98,25.07
427,Car,79.40999999999997,66.06,-1.59,17.14
428,Car,117.28000000000003,56.19999999999999,2.04,22.83
429,Van,80.5,78.33999999999997,-1.68,21.92
430,Van,65.04000000000002,40.48999999999998,1.89,32.86
431,Car,106.77999999999997,51.870000000000005,-2.21,24.07
432,Car,97.21999999999997,35.809999999999974,-2.35,30.3
433,Car,70.69999999999999,30.370000000000005,-2.38,37.56
434,Car,52.04000000000008,20.580000000000013,-2.37,51.13
435,Car,43.440000000000055,39.70000000000002,-1.55,29.71
436,Car,58.06999999999999,26.370000000000005,1.96,42.86
437,Car,61.079999999999984,23.939999999999998,-2.98,46.96
438,Car,336.93999999999994,222.75,1.18,7.85
439,Car,70.96000000000004,57.53999999999999,-1.72,23.57
440,Car,52.73000000000002,41.43000000000001,1.7,29.23
441,Car,43.039999999999964,31.370000000000005,-1.44,40.16
442,Car,301.8699999999999,124.17000000000002,-0.46,10.14
443,Car,277.59,107.98999999999998,-2.62,11.35
444,Car,230.43000000000006,94.20000000000002,-0.4,12.62
445,Car,224.85999999999999,88.38,-2.79,13.92
446,Car,217.95000000000002,83.19999999999999,-2.86,16.22
447,Car,160.39,78.73000000000002,0.29,18.72
448,Car,123.92000000000002,54.91,-3.0,24.99
449,Car,39.460000000000036,25.629999999999995,-1.83,49.19
450,Car,98.22000000000003,69.79999999999998,1.8,16.55
451,Van,79.87,79.34,1.7,24.56
452,Car,90.44,68.42000000000002,1.7,17.03
453,Car,31.269999999999982,26.400000000000006,1.66,40.28
454,Car,337.63,171.58,2.04,8.06
455,Car,119.82,163.51,2.56,2.42
456,Car,183.12,97.28,1.25,13.43
457,Car,139.22000000000003,92.38999999999999,1.86,14.17
458,Car,76.93000000000006,56.75,1.76,20.44
459,Car,62.35000000000002,45.870000000000005,1.69,25.45
460,Car,57.710000000000036,49.690000000000026,-1.5,24.95
461,Car,199.35000000000002,65.60000000000002,-0.26,17.6
462,Car,65.26999999999998,40.10000000000002,-1.22,29.24
463,Car,67.49000000000001,37.19,-1.0,33.03
464,Car,31.030000000000086,25.689999999999998,-1.51,42.88
465,Car,46.450000000000045,29.939999999999998,-1.36,38.75
466,Car,74.88999999999999,40.26999999999998,2.08,27.99
467,Car,37.31,24.77000000000001,1.85,44.77
468,Car,69.18000000000006,66.62,-1.58,19.73
469,Car,32.22000000000003,22.5,1.68,48.73
470,Car,87.36000000000001,29.389999999999986,2.75,38.53
471,Car,27.020000000000095,21.150000000000006,-1.51,52.74
472,Car,222.16999999999996,208.32,-1.58,7.01
473,Car,106.42000000000002,32.69999999999999,-2.4,34.57
474,Car,41.33000000000004,19.97,1.87,53.18
475,Car,81.99000000000001,31.25999999999999,-2.27,37.65
476,Car,72.31,31.180000000000007,-2.58,38.47
477,Car,39.370000000000005,20.159999999999997,1.92,52.57
478,Car,38.43000000000001,19.97999999999999,1.8,53.93
479,Car,125.15000000000003,77.29000000000002,1.77,15.6
480,Van,70.54999999999995,48.06,-2.03,43.61
481,Car,152.58000000000004,94.34999999999997,-1.81,13.23
482,Car,71.90000000000009,25.080000000000013,2.59,42.84
483,Car,70.51999999999998,26.19999999999999,3.01,45.83
484,Car,92.26999999999987,25.299999999999983,2.89,43.86
485,Van,73.97000000000003,33.08000000000001,2.68,41.3
486,Car,63.539999999999964,26.069999999999993,0.14,43.09
487,Car,56.900000000000034,24.409999999999997,1.01,46.35
488,Car,21.980000000000018,15.050000000000011,1.8,72.14
489,Car,25.559999999999945,15.359999999999985,1.9,72.86
490,Truck,47.83000000000004,46.66,-1.52,50.7
491,Car,187.37,78.08999999999997,2.17,19.61
492,Car,212.34000000000003,102.46999999999997,2.15,14.58
493,Car,98.07999999999998,49.640000000000015,1.95,24.02
494,Car,65.88,45.48000000000002,1.88,30.74
495,Car,47.329999999999984,31.170000000000016,1.84,35.85
496,Car,49.25,33.099999999999994,1.82,40.69
497,Car,35.52999999999997,23.129999999999995,1.77,50.21
498,Car,152.88,54.03999999999999,-0.69,20.79
499,Car,87.29000000000002,39.329999999999984,-0.93,29.57
500,Car,118.41000000000003,42.75,2.43,27.73
501,Car,61.370000000000005,31.360000000000014,2.07,42.04
502,Van,35.81000000000006,24.819999999999993,1.86,58.23
503,Car,53.450000000000045,27.900000000000006,-1.12,40.56
504,Car,25.43999999999994,16.590000000000003,-1.3,64.8
505,Car,47.0,40.97999999999999,-1.53,30.19
506,Car,24.860000000000014,19.859999999999985,-1.51,52.25
507,Car,20.760000000000105,14.049999999999983,-1.69,74.89
508,Car,67.04000000000002,19.880000000000024,0.24,51.93
