,class,height,width,distance
134,Car,189.74,84.09,13.75
135,Car,104.68,52.599999999999994,21.82
136,Car,101.88000000000005,44.73000000000002,24.83
137,Car,82.51999999999998,32.33000000000001,32.49
138,Car,259.1700000000001,138.46,9.53
139,Car,132.07999999999993,78.23999999999998,14.89
140,Car,96.61000000000001,68.80000000000001,20.2
141,Car,105.50999999999999,40.72999999999999,31.83
142,Car,252.92,101.96000000000004,12.04
143,Car,147.85000000000002,66.85000000000002,17.23
144,Car,35.809999999999945,32.650000000000006,35.67
145,Car,91.56,53.22,21.69
146,Car,111.64,70.18,17.43
147,Car,120.10000000000002,86.45000000000002,14.75
148,Car,206.78999999999996,135.77,9.79
149,Car,330.75,214.19,2.39
150,Car,39.8900000000001,33.5,31.72
151,Car,30.529999999999973,29.80000000000001,39.76
152,Car,92.06999999999994,62.68000000000001,19.62
153,Car,70.40999999999997,61.650000000000006,21.12
154,Car,96.84000000000003,40.120000000000005,32.97
155,Car,33.41,25.159999999999997,54.19
156,Car,132.57,66.32000000000002,17.46
157,Car,255.86,178.94000000000003,8.15
158,Car,126.95000000000005,85.88,14.21
159,Car,74.91000000000003,50.34,20.88
160,Car,47.02000000000004,40.82000000000002,28.91
161,Car,53.139999999999986,40.16,29.57
162,Car,36.59999999999991,29.829999999999984,38.08
163,Car,98.10000000000001,37.45000000000002,32.12
164,Car,83.92,32.55000000000001,36.62
165,Car,62.630000000000024,30.20999999999998,42.56
166,Car,54.620000000000005,22.79000000000002,47.64
167,Car,31.399999999999977,23.629999999999995,48.54
168,Car,199.8,149.52,1.74
169,Car,49.00999999999999,38.33000000000001,30.55
170,Car,18.760000000000105,19.48999999999998,76.01
171,Car,41.110000000000014,32.619999999999976,30.01
172,Car,34.32000000000005,25.150000000000006,41.7
173,Car,131.02999999999986,51.44,21.41
174,Car,111.66000000000008,55.29999999999998,23.51
175,Car,63.24000000000001,63.03,21.02
176,Car,36.03000000000003,18.420000000000016,59.83
177,Car,41.28,115.84,10.93
178,Car,42.519999999999996,36.420000000000016,33.21
179,Car,93.89,79.49999999999997,16.63
180,Car,111.27000000000004,73.01000000000002,19.65
181,Car,72.15999999999997,44.06,27.12
182,Car,36.120000000000005,25.25,43.31
183,Car,27.530000000000086,16.49000000000001,66.05
184,Car,100.83000000000004,68.72,18.74
185,Car,227.76999999999998,112.84,11.32
186,Car,52.210000000000036,39.98999999999998,26.82
187,Car,150.76999999999998,95.41000000000003,13.46
188,Car,47.59000000000003,28.27000000000001,39.17
189,Car,38.639999999999986,37.78999999999999,31.58
190,Car,42.25,26.700000000000017,40.99
191,Car,30.779999999999973,21.159999999999997,47.66
192,Car,39.239999999999895,28.430000000000007,38.29
193,Car,173.19000000000005,101.04999999999998,12.32
194,Car,308.34000000000003,124.19999999999999,11.21
195,Car,36.85999999999996,25.330000000000013,43.4
196,Car,365.82,173.72,6.98
197,Car,198.59,164.8,6.22
198,Car,71.35999999999996,61.75,20.96
199,Car,43.07000000000005,38.30000000000001,31.5
200,Car,123.08000000000004,48.03,25.95
201,Car,105.97000000000003,37.16,32.0
202,Car,76.99000000000001,32.0,39.79
203,Car,225.47000000000003,70.95000000000002,16.53
204,Car,55.26000000000005,16.409999999999997,62.51
205,Car,67.5,65.21000000000001,19.58
206,Car,117.72,49.84,25.33
207,Car,173.23000000000002,101.17999999999998,12.67
208,Car,39.110000000000014,38.96000000000001,32.6
209,Car,159.41,236.26,1.36
210,Car,119.73000000000002,77.04999999999998,16.67
211,Car,81.00999999999999,55.04999999999998,22.81
212,Car,60.52999999999997,40.54000000000002,28.33
213,Car,42.23000000000002,24.899999999999977,53.73
214,Car,42.57000000000005,28.99000000000001,39.62
215,Car,231.51000000000002,141.66,10.96
216,Car,38.530000000000086,34.51000000000002,34.46
217,Car,35.67999999999995,21.170000000000016,51.25
218,Car,30.980000000000018,21.579999999999984,46.78
219,Car,41.40999999999997,29.47,36.99
220,Car,210.64999999999998,119.72999999999996,10.74
221,Car,326.6,147.73999999999998,9.82
222,Car,35.44,24.840000000000003,44.23
223,Car,70.93,52.94999999999999,23.79
224,Car,29.210000000000036,25.830000000000013,44.92
225,Car,19.07000000000005,16.119999999999976,68.42
226,Car,43.75,43.579999999999984,29.39
227,Car,18.659999999999968,16.180000000000007,76.47
228,Car,20.360000000000014,16.560000000000002,63.93
229,Car,361.84,170.27,3.15
230,Car,135.09999999999997,96.03000000000003,12.45
231,Car,55.34999999999991,50.49000000000001,24.12
232,Car,52.52999999999997,45.20000000000002,26.91
233,Car,48.50999999999999,30.900000000000006,35.5
234,Car,46.35000000000002,47.59,27.84
235,Car,38.23000000000002,26.94999999999999,42.1
236,Car,156.79,64.82999999999998,17.05
237,Car,85.41,206.14,4.88
238,Car,233.64,163.70000000000002,7.11
239,Car,150.28000000000003,46.25999999999999,23.08
240,Car,174.24,60.640000000000015,18.97
241,Car,152.34000000000003,59.920000000000016,22.35
242,Car,100.98000000000002,33.56999999999999,33.25
243,Car,82.88,26.659999999999997,39.44
244,Car,202.60000000000002,74.46000000000001,16.52
245,Car,40.74000000000001,33.27000000000001,33.48
246,Car,47.39999999999998,16.47,64.7
247,Car,52.94999999999993,19.090000000000003,62.79
248,Car,197.15999999999997,55.78999999999999,19.19
249,Car,186.96999999999997,117.52999999999997,10.91
250,Car,63.139999999999986,47.78999999999999,24.94
251,Car,80.47000000000003,59.27000000000001,19.85
252,Car,149.15999999999997,110.42000000000002,12.49
253,Car,30.190000000000055,25.099999999999994,41.73
254,Car,121.60000000000001,69.89999999999998,18.74
255,Car,29.460000000000036,28.78,41.1
256,Car,34.52999999999997,24.700000000000017,47.24
257,Car,96.44999999999999,53.43000000000001,23.56
258,Car,75.74000000000001,53.54000000000002,28.17
259,Car,46.39999999999998,38.599999999999994,31.81
260,Car,32.27999999999997,43.129999999999995,36.49
261,Car,58.84999999999991,47.49000000000001,21.78
262,Car,326.99,186.49,7.29
263,Car,90.02999999999997,69.13999999999999,21.21
264,Car,178.44,102.85,12.2
265,Car,120.08999999999997,73.35000000000002,16.8
266,Car,36.51999999999998,25.569999999999993,43.68
267,Car,20.41999999999996,15.419999999999987,70.35
268,Car,87.0100000000001,63.04999999999998,19.16
269,Car,68.41999999999996,65.06,19.42
270,Car,188.33999999999992,98.82999999999998,13.24
271,Car,97.13999999999999,49.839999999999975,24.11
272,Car,83.69000000000005,35.45000000000002,30.76
273,Car,193.92999999999998,97.18,14.01
274,Car,56.94999999999999,39.03,31.97
275,Car,36.67000000000007,25.47999999999999,48.2
276,Car,113.65999999999997,51.06,24.07
277,Car,72.08999999999997,46.860000000000014,30.22
278,Car,28.360000000000014,16.03,68.44
279,Car,54.420000000000016,29.919999999999987,40.62
280,Car,46.61999999999995,20.669999999999987,53.34
281,Car,123.01,52.0,22.53
282,Car,116.85,35.72,32.94
283,Car,25.100000000000023,15.580000000000013,72.27
284,Car,392.97,155.19,7.94
285,Car,341.89,140.28,10.63
286,Car,51.18999999999994,34.34,31.97
287,Car,240.14,88.15,13.09
288,Car,33.64999999999998,18.74000000000001,58.47
289,Car,21.730000000000018,19.26000000000002,56.31
290,Car,63.639999999999986,58.110000000000014,22.05
291,Car,153.83999999999997,91.48000000000002,14.7
292,Car,79.76999999999998,50.379999999999995,22.64
293,Car,36.40999999999997,21.609999999999985,49.41
294,Car,27.92999999999995,15.269999999999982,69.99
295,Car,334.16,181.81,5.55
296,Car,394.65,189.94,6.4
297,Car,162.91000000000003,115.68999999999997,13.05
298,Car,94.28999999999996,65.59,19.85
299,Car,133.81999999999994,99.0,13.79
300,Car,72.67999999999995,65.20000000000002,19.13
301,Car,69.72000000000003,39.5,30.37
302,Car,186.76,58.129999999999995,18.98
303,Car,66.82999999999993,63.31,19.47
304,Car,108.77,52.079999999999984,24.13
305,Car,113.76,53.379999999999995,25.25
306,Car,54.48000000000002,69.43,18.54
307,Car,68.41999999999985,32.44,34.96
308,Car,63.67999999999995,58.23999999999998,22.62
309,Car,171.33999999999997,80.06,15.69
310,Car,74.68999999999994,39.31999999999999,28.61
311,Car,46.180000000000064,30.560000000000002,36.89
312,Car,36.460000000000036,26.409999999999997,44.59
313,Car,29.319999999999936,22.809999999999974,52.53
314,Car,31.32000000000005,26.650000000000006,43.98
315,Car,22.50999999999999,17.680000000000007,64.63
316,Car,27.6099999999999,27.150000000000006,46.12
317,Car,204.81,88.91000000000003,13.8
318,Car,113.12,57.46000000000001,22.99
319,Car,34.139999999999986,21.150000000000006,53.19
320,Car,428.24,189.56,4.31
321,Car,201.2800000000001,135.41,9.79
322,Car,108.25999999999999,80.07,15.74
323,Car,69.74000000000007,55.0,22.89
324,Car,61.77999999999997,49.099999999999994,23.86
325,Car,42.08000000000004,35.26000000000002,31.83
326,Car,31.91999999999996,26.22,42.96
327,Car,105.2299999999999,101.35000000000002,13.49
328,Car,378.35,175.57,8.19
329,Car,56.02999999999997,46.30000000000001,24.57
330,Car,103.29000000000002,73.27000000000001,17.86
331,Car,120.39000000000004,85.4,16.3
332,Car,147.23000000000002,54.579999999999984,26.65
333,Car,73.65999999999997,38.22,35.99
334,Car,82.15000000000009,34.80000000000001,36.47
335,Car,79.33999999999997,51.84,24.13
336,Car,45.45999999999992,32.379999999999995,35.96
337,Car,32.66000000000008,25.360000000000014,47.31
338,Car,33.82000000000005,15.530000000000001,80.12
339,Car,48.379999999999995,45.76000000000002,26.69
340,Car,53.049999999999955,176.8,4.02
341,Car,69.19,40.28999999999999,27.32
342,Car,179.77999999999997,83.41999999999999,14.81
343,Car,125.43999999999994,52.140000000000015,21.44
344,Car,88.23000000000002,42.46000000000001,29.23
345,Car,66.14999999999998,26.109999999999985,43.22
346,Car,50.55000000000001,30.5,42.11
347,Car,39.76999999999998,25.49000000000001,48.57
348,Car,25.799999999999955,15.280000000000001,71.7
349,Car,31.620000000000005,22.170000000000016,49.6
350,Car,39.97,25.139999999999986,44.78
351,Car,167.53999999999996,126.88999999999999,13.61
352,Car,78.97,182.94,4.98
353,Car,199.83,158.34,7.73
354,Car,335.24,140.09999999999997,10.03
355,Car,207.08,81.95999999999998,16.23
356,Car,187.02999999999997,59.71000000000001,18.32
357,Car,276.04,91.10000000000002,13.08
358,Car,98.37999999999994,30.72,34.33
359,Car,154.31000000000006,63.639999999999986,21.52
360,Car,105.53999999999996,37.50999999999999,30.11
361,Car,163.28999999999996,168.22,1.57
362,Car,316.92999999999995,237.81,7.09
363,Car,83.19,46.95999999999998,25.53
364,Car,104.32,64.22,25.43
365,Car,43.160000000000025,34.16,32.39
366,Car,78.19000000000005,43.51999999999998,27.59
367,Car,33.860000000000014,29.57000000000002,44.05
368,Car,81.59999999999991,45.94,28.28
369,Car,135.1,50.120000000000005,25.31
370,Car,32.87,40.849999999999994,25.07
371,Car,79.40999999999997,66.06,17.14
372,Car,117.28000000000003,56.19999999999999,22.83
373,Car,106.77999999999997,51.870000000000005,24.07
374,Car,97.21999999999997,35.809999999999974,30.3
375,Car,70.69999999999999,30.370000000000005,37.56
376,Car,52.04000000000008,20.580000000000013,51.13
377,Car,43.440000000000055,39.70000000000002,29.71
378,Car,58.06999999999999,26.370000000000005,42.86
379,Car,61.079999999999984,23.939999999999998,46.96
380,Car,336.93999999999994,222.75,7.85
381,Car,70.96000000000004,57.53999999999999,23.57
382,Car,52.73000000000002,41.43000000000001,29.23
383,Car,43.039999999999964,31.370000000000005,40.16
384,Car,301.8699999999999,124.17000000000002,10.14
385,Car,277.59,107.98999999999998,11.35
386,Car,230.43000000000006,94.20000000000002,12.62
387,Car,224.85999999999999,88.38,13.92
388,Car,217.95000000000002,83.19999999999999,16.22
389,Car,160.39,78.73000000000002,18.72
390,Car,123.92000000000002,54.91,24.99
391,Car,39.460000000000036,25.629999999999995,49.19
392,Car,98.22000000000003,69.79999999999998,16.55
393,Car,90.44,68.42000000000002,17.03
394,Car,31.269999999999982,26.400000000000006,40.28
395,Car,337.63,171.58,8.06
396,Car,119.82,163.51,2.42
397,Car,183.12,97.28,13.43
398,Car,139.22000000000003,92.38999999999999,14.17
399,Car,76.93000000000006,56.75,20.44
400,Car,62.35000000000002,45.870000000000005,25.45
401,Car,57.710000000000036,49.690000000000026,24.95
402,Car,199.35000000000002,65.60000000000002,17.6
403,Car,65.26999999999998,40.10000000000002,29.24
404,Car,67.49000000000001,37.19,33.03
405,Car,31.030000000000086,25.689999999999998,42.88
406,Car,46.450000000000045,29.939999999999998,38.75
407,Car,74.88999999999999,40.26999999999998,27.99
408,Car,37.31,24.77000000000001,44.77
409,Car,69.18000000000006,66.62,19.73
410,Car,32.22000000000003,22.5,48.73
411,Car,87.36000000000001,29.389999999999986,38.53
412,Car,27.020000000000095,21.150000000000006,52.74
413,Car,222.16999999999996,208.32,7.01
414,Car,106.42000000000002,32.69999999999999,34.57
415,Car,41.33000000000004,19.97,53.18
416,Car,81.99000000000001,31.25999999999999,37.65
417,Car,72.31,31.180000000000007,38.47
418,Car,39.370000000000005,20.159999999999997,52.57
419,Car,38.43000000000001,19.97999999999999,53.93
420,Car,125.15000000000003,77.29000000000002,15.6
421,Car,152.58000000000004,94.34999999999997,13.23
422,Car,71.90000000000009,25.080000000000013,42.84
423,Car,70.51999999999998,26.19999999999999,45.83
424,Car,92.26999999999987,25.299999999999983,43.86
425,Car,63.539999999999964,26.069999999999993,43.09
426,Car,56.900000000000034,24.409999999999997,46.35
427,Car,21.980000000000018,15.050000000000011,72.14
428,Car,25.559999999999945,15.359999999999985,72.86
429,Car,187.37,78.08999999999997,19.61
430,Car,212.34000000000003,102.46999999999997,14.58
431,Car,98.07999999999998,49.640000000000015,24.02
432,Car,65.88,45.48000000000002,30.74
433,Car,47.329999999999984,31.170000000000016,35.85
434,Car,49.25,33.099999999999994,40.69
435,Car,35.52999999999997,23.129999999999995,50.21
436,Car,152.88,54.03999999999999,20.79
437,Car,87.29000000000002,39.329999999999984,29.57
438,Car,118.41000000000003,42.75,27.73
439,Car,61.370000000000005,31.360000000000014,42.04
440,Car,53.450000000000045,27.900000000000006,40.56
441,Car,25.43999999999994,16.590000000000003,64.8
442,Car,47.0,40.97999999999999,30.19
443,Car,24.860000000000014,19.859999999999985,52.25
444,Car,20.760000000000105,14.049999999999983,74.89
445,Car,67.04000000000002,19.880000000000024,51.93
446,Car,156.32000000000005,99.9,12.65
447,Car,85.6400000000001,40.34,28.6
448,Car,128.77999999999997,34.28999999999999,28.33
449,Car,81.0,52.73000000000002,22.33
450,Car,61.120000000000005,45.889999999999986,25.96
451,Car,64.27999999999997,40.33000000000001,27.72
452,Car,46.93000000000001,37.150000000000006,36.24
453,Car,38.44,28.829999999999984,42.91
454,Car,101.67,40.129999999999995,30.17
455,Car,120.5,43.890000000000015,29.49
456,Car,370.69,163.65,6.41
457,Car,54.01999999999998,39.41,34.87
458,Car,71.37,43.660000000000025,30.76
459,Car,189.85000000000002,59.78999999999999,19.02
460,Car,166.92000000000007,50.21000000000001,22.3
461,Car,35.07999999999993,26.849999999999994,45.27
462,Car,31.899999999999977,30.70999999999998,41.01
463,Car,58.25,31.52000000000001,37.14
464,Car,31.930000000000007,20.289999999999992,57.74
465,Car,102.11999999999999,43.25,27.95
466,Car,108.98000000000002,70.07999999999998,17.29
467,Car,48.25,25.710000000000008,46.28
468,Car,47.80000000000001,23.519999999999982,51.21
469,Car,23.920000000000073,18.25,58.61
470,Car,43.170000000000016,37.75,35.41
471,Car,37.58000000000004,37.42999999999998,33.84
472,Car,27.049999999999955,26.05000000000001,48.08
473,Car,113.15999999999997,86.19999999999999,16.43
474,Car,72.77000000000004,56.099999999999994,22.01
475,Car,53.16000000000008,38.81999999999999,32.89
476,Car,58.539999999999964,39.05000000000001,28.79
477,Car,124.63,79.24999999999997,15.64
478,Car,405.94000000000005,207.27,5.12
479,Car,190.78999999999996,151.99999999999997,10.24
480,Car,117.58000000000004,99.50999999999999,15.58
481,Car,69.69000000000005,60.889999999999986,21.17
482,Car,29.66999999999996,29.689999999999998,47.51
483,Car,67.53000000000003,47.41,24.84
484,Car,273.61,176.22,7.13
485,Car,201.07,114.99000000000001,12.3
486,Car,115.54000000000002,75.94,17.71
487,Car,124.05,48.870000000000005,25.29
488,Car,57.03,27.25999999999999,42.07
489,Car,62.75999999999999,21.599999999999994,49.38
490,Car,321.02,212.0,3.44
491,Car,51.22999999999996,48.25,29.98
492,Car,277.49,171.65,7.38
493,Car,108.29000000000008,48.19,23.96
494,Car,120.97000000000003,46.150000000000006,23.86
495,Car,125.41000000000008,46.72999999999999,24.48
496,Car,36.09000000000003,28.210000000000008,37.7
497,Car,56.879999999999995,46.24000000000001,23.26
498,Car,349.19,171.8,3.12
499,Car,272.03000000000003,172.92000000000002,7.83
500,Car,218.12000000000003,126.58999999999997,9.79
501,Car,174.29,89.95999999999998,13.2
502,Car,121.27000000000004,54.54999999999998,20.54
503,Car,111.70999999999998,52.19,23.42
504,Car,80.10999999999996,34.19,31.37
505,Car,46.09000000000003,32.870000000000005,30.78
506,Car,74.13999999999999,28.609999999999985,41.56
507,Car,361.6,185.79,3.97
508,Car,66.61000000000001,49.69,22.09
509,Car,148.01999999999998,50.46000000000001,22.08
510,Car,35.98000000000002,32.84,35.5
511,Car,60.54000000000002,29.840000000000003,37.02
512,Car,78.35000000000002,29.629999999999995,41.96
513,Car,24.049999999999955,22.879999999999995,51.09
514,Car,49.04000000000002,38.5,29.21
515,Car,195.61,131.48999999999998,10.17
516,Car,124.46000000000004,93.64999999999998,14.72
517,Car,77.11000000000001,71.42000000000002,18.62
518,Car,53.930000000000064,41.610000000000014,28.26
519,Car,29.319999999999936,26.109999999999985,43.55
520,Car,42.210000000000036,36.44,33.38
521,Car,64.33999999999997,23.879999999999995,48.16
522,Car,72.53000000000003,24.900000000000006,48.07
523,Car,51.370000000000005,49.72,25.21
524,Car,41.44,28.150000000000006,38.47
525,Car,28.199999999999932,22.119999999999976,50.24
526,Car,303.17,168.59,3.35
527,Car,159.06999999999994,49.140000000000015,22.42
528,Car,402.42,177.17,6.37
529,Car,384.65,218.1,6.35
530,Car,167.39,121.01999999999998,11.53
531,Car,79.38000000000005,58.54999999999998,20.12
532,Car,111.0,72.91999999999999,16.6
533,Car,30.059999999999945,25.49000000000001,41.26
534,Car,29.17999999999995,24.310000000000002,46.82
535,Car,34.74000000000001,35.22999999999999,40.87
536,Car,228.80999999999997,95.22999999999999,14.23
537,Car,122.31999999999994,41.03,27.94
538,Car,31.780000000000086,22.42999999999998,49.85
539,Car,69.90000000000003,33.03999999999999,34.74
540,Car,27.209999999999923,18.539999999999992,58.92
541,Car,32.129999999999995,18.97999999999999,59.24
542,Car,90.5,60.98999999999998,23.93
543,Car,65.75999999999999,39.69,30.6
544,Car,48.00999999999999,28.890000000000015,39.29
545,Car,39.84999999999991,183.39000000000001,6.51
546,Car,339.89999999999986,193.49999999999997,9.42
547,Car,235.64,89.67999999999998,14.36
548,Car,147.80999999999995,61.559999999999974,18.4
549,Car,86.94,46.170000000000016,23.03
550,Car,60.24999999999997,47.859999999999985,26.02
551,Car,132.3599999999999,41.53999999999999,30.37
552,Car,145.41999999999996,101.96999999999997,15.19
553,Car,267.12,165.32,6.02
554,Car,235.19000000000003,125.87,10.67
555,Car,43.819999999999936,30.22,37.26
556,Car,77.44999999999993,52.75,21.35
557,Car,58.25,45.76000000000002,26.99
558,Car,44.97000000000003,35.370000000000005,32.2
559,Car,22.5,16.920000000000016,64.3
560,Car,55.329999999999984,43.03,26.83
561,Car,22.230000000000018,19.870000000000005,58.69
562,Car,36.01999999999998,24.399999999999977,59.38
563,Car,41.42999999999995,41.27000000000001,30.9
564,Car,196.65,108.28999999999996,12.84
565,Car,115.98000000000002,66.86999999999998,18.2
566,Car,74.94,50.66,23.18
567,Car,61.139999999999986,39.04000000000002,29.06
568,Car,134.05999999999995,50.54999999999998,24.78
569,Car,89.47000000000003,47.620000000000005,27.32
570,Car,96.33000000000004,42.76999999999998,29.68
571,Car,32.23000000000002,46.92999999999999,24.06
572,Car,91.75,47.339999999999975,26.79
573,Car,133.0999999999999,39.93000000000001,29.63
574,Car,141.31999999999994,37.629999999999995,32.12
575,Car,47.02999999999997,30.899999999999977,36.63
576,Car,48.14999999999998,37.150000000000006,30.83
577,Car,117.98,47.089999999999975,28.06
578,Car,72.38999999999999,33.60000000000002,35.41
579,Car,63.889999999999986,28.29000000000002,45.71
580,Car,59.32000000000005,59.129999999999995,22.26
581,Car,179.68,83.1,17.33
582,Car,150.77999999999997,58.829999999999984,21.94
583,Car,66.77999999999997,44.79999999999998,35.55
584,Car,59.82999999999993,31.610000000000014,36.31
585,Car,120.66000000000003,41.95000000000002,26.95
586,Car,93.67000000000002,38.75,29.62
587,Car,111.25,41.369999999999976,32.08
588,Car,92.78999999999999,37.01000000000002,35.23
589,Car,61.860000000000014,61.660000000000025,21.44
590,Car,52.06,27.730000000000018,45.98
591,Car,54.69999999999993,44.46000000000001,24.12
592,Car,164.89,184.37,4.91
593,Car,183.96999999999997,95.23000000000002,15.29
594,Car,129.40999999999997,79.42000000000002,18.58
595,Car,99.71999999999997,44.52000000000001,26.07
596,Car,93.27000000000004,47.68000000000001,29.02
597,Car,34.51999999999998,31.32000000000002,37.12
598,Car,44.6,44.47,24.21
599,Car,42.90999999999997,19.25999999999999,55.87
600,Car,53.41,32.849999999999994,57.29
601,Car,46.270000000000095,46.099999999999994,27.9
602,Car,44.58000000000004,35.920000000000016,27.81
603,Car,35.25,26.789999999999992,39.72
604,Car,83.48000000000002,33.51000000000002,32.11
605,Car,91.31000000000006,36.26000000000002,34.7
606,Car,339.3800000000001,196.88,6.69
607,Car,137.39,180.8,5.46
608,Car,272.67,161.02,8.05
609,Car,290.35,148.42,10.45
610,Car,230.95,86.52999999999997,13.05
